DATOS
210
205
205
205
210
205
210
205
210
210
205
205
205
205
205
210
205
215
205
205
210
210
205
205
205
210
205
210
205
220
205
205
210
205
205
210
205
205
210
205
210
205
205
205
205
205
205
215
210
215
210
205
215
205
205
205
205
205
210
205
215
205
210
215
210
215
220
210
210
215
215
210
210
205
205
210
210
205
215
205
205
205
210
205
205
205
205
205
205
210
210
210
205
205
205
205
205
215
205
210
205
205
205
205
205
210
205
205
215
205
205
205
205
210
210
205
210
205
205
205
205
205
205
205
205
205
210
205
210
205
205
205
210
205
205
210
205
210
210
205
205
205
205
205
205
205
205
205
205
205
205
205
210
210
210
205
205
205
210
205
210
205
205
210
205
205
215
205
205
210
205
210
205
205
205
205
215
205
205
205
210
210
205
210
205
205
210
205
205
205
205
205
205
205
210
205
205
205
210
210
205
205
210
205
205
205
215
205
205
210
205
205
210
205
215
205
205
205
205
205
205
205
210
210
210
210
205
215
205
215
205
205
210
215
205
205
205
210
210
205
205
210
205
210
205
205
205
210
210
215
210
205
205
205
205
205
205
210
205
205
205
205
210
205
205
205
205
210
205
205
205
205
205
205
210
210
210
210
205
205
210
205
210
205
205
205
205
205
215
210
210
205
205
205
205
210
210
205
205
205
205
205
205
210
210
205
205
210
205
205
205
210
210
205
210
205
205
205
205
205
210
215
205
205
210
215
210
205
210
205
205
205
205
210
210
215
205
205
210
210
205
210
205
205
205
210
210
210
205
205
205
205
210
205
205
205
205
205
210
205
205
205
210
205
205
205
210
210
205
210
210
205
210
210
210
205
210
210
210
210
205
205
205
205
205
205
210
205
205
205
205
205
210
210
210
215
205
210
205
205
210
210
210
205
215
210
205
210
205
215
205
210
205
205
210
205
210
205
205
205
205
215
205
205
205
205
205
205
205
205
205
205
210
205
205
205
205
205
205
210
205
210
215
210
205
205
210
210
215
210
205
210
210
205
205
205
210
205
205
205
205
210
210
205
205
205
210
205
205
205
210
210
210
205
205
205
205
210
205
210
210
210
205
205
210
205
205
205
205
205
210
210
205
210
210
205
210
205
210
205
205
205
210
205
210
205
210
215
215
205
205
205
205
205
220
205
215
210
210
205
210
205
210
215
205
210
210
205
205
205
205
205
210
210
205
210
210
205
210
205
210
205
210
205
205
210
210
205
205
205
205
210
210
205
220
205
205
210
205
205
215
205
205
205
205
205
205
205
205
205
205
210
205
205
205
210
210
210
210
205
205
205
205
210
210
205
205
210
210
210
205
210
205
210
210
210
210
210
205
210
210
205
205
205
210
205
210
210
205
210
210
205
205
210
210
205
210
205
210
205
210
205
215
205
210
210
205
205
210
205
205
210
205
205
210
205
205
205
205
205
205
215
210
210
205
210
215
210
210
205
205
220
205
205
205
215
205
205
205
205
210
205
205
210
210
205
210
205
205
210
205
205
210
205
205
210
210
205
220
205
205
205
210
205
205
205
205
205
220
205
205
210
205
205
215
205
205
205
210
215
210
210
210
210
205
215
215
205
205
205
210
205
205
205
215
210
220
210
205
210
205
205
205
205
205
205
215
205
210
205
215
210
205
205
205
205
210
210
205
210
210
205
215
205
210
210
205
205
210
205
205
210
205
205
210
210
210
210
215
215
215
205
215
210
210
205
205
215
205
205
205
205
205
205
210
205
205
210
205
205
205
205
205
210
210
205
210
210
210
205
210
210
205
220
205
205
210
215
205
210
205
210
205
215
205
205
210
210
220
210
210
205
215
205
210
210
210
205
215
205
205
205
205
210
210
210
205
210
205
205
205
210
215
205
205
205
210
205
210
210
205
210
205
205
205
210
215
205
205
205
210
205
205
210
205
205
210
210
205
205
205
210
210
205
205
205
205
205
205
205
205
205
210
210
205
205
205
210
210
205
210
205
205
205
205
205
205
205
205
210
205
205
205
205
205
205
215
205
210
210
205
205
205
210
205
205
205
205
205
210
210
205
205
210
205
210
205
205
210
210
205
205
210
210
205
205
205
210
210
205
210
205
205
220
205
205
210
205
205
205
205
205
205
205
210
205
210
215
205
205
205
210
210
210
205
210
210
210
210
205
205
205
210
205
205
205
205
205
210
210
205
205
205
205
205
205
205
205
205
210
205
205
205
205
205
210
205
205
205
210
205
205
210
210
210
205
205
205
210
205
